1,2
neutral,"하긴 동물이면 더 안전할 수도 있겠네. 
"
neutral,"수연이 너는 그거 잠꼬대에 대한 어 수연이 잠꼬대에 대한 경험 없었어?
"
happy,"잠꼬대는 잘 안 하는데 l/ 아까 그 카카오톡이 b/ 그냥 그렇게 하면 진짜 다른사람이 하면 진짜 웃길 거 같은데 l/ 오빠, 오빠는 안 그래?
"
neutral,"b/ 나는 잠꼬대는 따로 해본 적 없어, 근데 어 우리 동생이 잠꼬대가 심해가지고.
"
happy,"어 우리 동생이 잠꼬, 잠만 자면은 진짜 아 갑자기 앉아가지고 어 l/ 앉아가지고 한 어, 10분 동안 가만히 있다가 다시 잠들고 응 그런 게 있더라고 응.
"
surprise,"어 어 진짜? l/
"
neutral,"코, 코는 안 그럴걸.
"
neutral,"b/ 난 안고는 거 같대.
"
happy,"아 아 아빠, 아빠 맨날 코 고는 거 그거 엄마랑 맨날 코 막고 그런단 말야. l/
"
happy,"그 그런 거 잠꼬댄가? l/
"
neutral,"l/ 아아 코 많이, 코 많이 고시는구나.
"
happy,"아무튼 엄청 웃겨.
"
neutral,"아 수연이, 수연이 집 옆에가 아버지가 방이라 하지 않으셨어?
"
happy,"어 그래서 어 그래서 아, 아주 아주 시끄러워 l/ 어 l/ 응.
"
neutral,"아 수연이 방 옆에.
"
neutral,"c/ 어 진짜 나도 코 고는 사람 옆에 있으면은 잠을 못 자겠어. 
"
neutral,"진짜 그런 게 있어.
"
happy,"또 응 또 뭔 얘기 하지. l/
"
neutral,"l/ 또 AI랑 그다음에 그 뭐였지?
"
happy,"처음에 아 아 l/ 그러니까 와 l/ 걸렸어가 너무 재, 어 너무 웃겼어 처음에 그 그. l/
"
happy,"아 근데 카카오톡이 너무 강력해서 l/ 처음이 기억이 안 나 l/ 음.
"
neutral,"그 음 뭐였지?
"
happy,"b/ 그 아까 겨, 겨드랑이 털 l/ 가족끼리 그 얘기 하고 막 어 흠.
"
happy,"아 겨드랑이 l/ 어 볼, 그 뭐지?
"
neutral,"c/ 뭔 작업 먼저 하고 하라고 했는데 뭐였지. 
"
happy,"응 맞아 맞아 b/ 그 먼저 가위로 자르고 l/ 가위로 자르고 말했어야 되는 어 으응.
"
happy,"아 그런 일 있으면 진짜 너무 재밌을 거 같애. l/
"
neutral,"응 응 응 그러니까 오, 아 완전 시트콤 같은 가족들이 많아 완전.
"
happy,"응 재밌겠다. l/ 
"
happy,"c/ 응 그러니까. l/
"
neutral,"응 코 그러니까 아 이거 어렵다. b/ 
"
neutral,"이 정적이 흐르는구나. l/
"
neutral,"또 뭔 얘기를 하지?
"
neutral,"어 코, 코 고는 코 고는 얘기 코 고는 얘기 또 뭐가 있지?
"
happy,"아니야 그거 코 고는 얘기 아니었어 근데 잠꼬대. l/
"
neutral,"어 아이 근데 맞아 맞아 A 지금 그니까 코 고는 얘기하면서 AI 그거였잖아 그치.
"
happy,"l/ 카카오톡 l/ 아. 
"
happy,"그래, l/ 아 근데 그 사람 진짜 진짜 잘하는 거 같애.
"
neutral,"그러니까 막 그 컬투쇼의 그분이 되게 완전 뭔가 표시, 표현을 잘 해 약간 이야기 설명하는 거.
"
happy,"맞아 맞아. l/
"
neutral,"그 컬투쇼 말고 뭐였지 한 개 더 있었잖아.
"
neutral,"안녕하세요.
"
happy,"그 아 맞아 안녕하세요.
"
happy,"l/ 이영자 나오는 거 b/ 아 거기서도 진짜 잘하시는데.
"
happy,"l/ 맞아 거기서도 진짜 웃긴 거 많았는데 어 대박이야.
"
neutral,"b/ 하여튼 완전 사람들이 재밌는 사람들이 많아 응.
"
happy,"재밌어, 아주 재밌어. l/
"
neutral,"그러니까 l/ 응.
"
neutral,"할 얘기가 없어요. l/ 
"
neutral,"l/ 음 뭐 무슨 얘기를 해야 되지 u/ 어.
"
neutral,"으으음 l/ 그러게. b/
"
happy,"카카오톡밖에 생각이 안 나. l/
"
neutral,"음 l/ 수연이 집에는 뭐 AI 이런 거 있어?
"
neutral,"난 시리 밖에 없어, l/ 응.
"
neutral,"아 시리밖에 없어?
"
neutral,"c/ 어 음 AI 근데 그런 거 되게 잘 고장 나던데 우리는 산지 한 3일 만에 고장 났어.
"
surprise,"아 오빠 있었어요?
"
neutral,"어 오빠 있었지, 그 약간 그거 있잖아 클로버같이 생겨가지고 그거 클로버, 클로버 그 하이, 하이 클로버 아닌가 뭐지 무슨 클로버지.
"
happy,"아 아 아는데 몰라 기억 안 나, l/ 그 라인에서 나오는 거 그거 아니야?
"
happy,"l/ 어어 맞아 맞아, 그 귀여운 어 귀여운 곰돌이랑 어 맞아 b/ 곰돌이랑 그리고 막 토끼 이런 것도 있고. 
"
happy,"c/ 응 귀여운 그 곰돌이 같이 생긴 어. l/
"
neutral,"아아 오 있었구나.
"
neutral,"와 라인에서는 진짜 곰돌이가 제일 귀여워.
"
neutral,"응 뭐 라인에 뭐 뭐 있었지?
"
neutral,"c/ 되게 많았는데.
"
neutral,"곰돌이랑 토끼밖에 기억이 안 나요.
"
neutral,"곰, 곰돌이랑 토끼랑 u/ 되게 많아.
"
happy,"그 금, 금발 휘날리는 그 사람?
"
happy,"아아 그 남자분 어 맞아 맞아 맞아.
"
neutral,"c/ 오빠 그런 거 되게 많이 알아, 그리고 막 라인 또 많이 알고 카카오 그것도 예전에 막 b/ 그거 인형 되게 예쁘게 파는데 많은데.
"
happy,"아 근데 이런 얘기 해도 돼? l/
"
neutral,"응 당연하지, 근데 막 주제 상관없잖아.
"
neutral,"그냥 뭐 감정 표현하는 거니까.
"
neutral,"그리고 어 음 l/ 어 다음, 다음 건 무한도전이니까 완전 웃길 거 같애.
"
happy,"c/ 더 보고 싶다 l/ 보고 싶어. l/
"
neutral,"응 그리고 응 아버지는 완전 슬픈 내용일 거 같애 딱 보니까.
"
neutral,"잉 긍정이었는데?
"
neutral,"그니까 긍정인데 슬픈 내용이 또 긍정이 될 수 있잖아.
"
neutral,"약간 나는 아버지에 대한 이런 경험이 있었다, 이런 것들.
"
happy,"아아아 긍정인데 막 우는 거 아니야?
"
happy,"l/ 왜 그랬어 나는 아버지랑 이런. l/
"
neutral,"수연이는 그 의견 어땠어 여자분 의견 어땠어 어디, 어디편 이었어 여자분이랑 남자분 중에서?
"
neutral,"어 여자분이 너무 격정적으로 하시는 것 같았어.
"
neutral,"근데 여자분도 그렇고 남자분도 그렇고 거기서 대해서 막 그렇게 격정적인 건 없을 거 같은데 그치.
"
neutral,"그니까 좀 가라앉히고 해도 될 거 같긴 했는데 b/ 아닌가.
"
neutral,"그러니까 너무 서로 흥분해가지고 막 그런 게 그렇게 막 할 필요까지 사람들이 보기에 불편하니까 그렇게까지 할 필요도 없고 응. b/ 
"
neutral,"고, 어 고위직에서 여자들을 잘 안 뽑나? b/
"
neutral,"자기 능력 되면은 갈 수 있지 않을까?
"
neutral,"그러니까 같이 자기 능력 되고 갈 수 있긴 한데 약간 어 우리나라에 있는 여성분들은 뭐 아닌 분들도 물론 더 많지만 살짝 이게 차별받고 오신, 얀 옛날부터 약간 차별받아가지고 그런 분들이 많다 보니깐 어 점점점 그게 내려오면서 거기에 대해서 마음이 되게 아프신 분들이 많더라고.
"
neutral,"c/ 그래서 이제 거기로부터 좀 더 인제 여자분들, 여상분들이, 여성분들이 좀 더 어 어 많은 학, 대우를 받아야 되지 않나 뭐 할당제나 이런 것들도 받아야 되지 않나 뭐 이런 것들도 되게 많이 요새 의견을 내고 있는 거 같애.
"
neutral,"어 이 아까 그 말씀 하신데 여자들 여자분도 맞고 남자분도 맞는데.
"
neutral,"나는 약간 그런 의견이거든.
"
neutral,"너무 b/ 요즘 그 페, 페미?
"
neutral,"그 n/ 사람들이 n/ 너무 차별받고 있다고 자기들이나 그렇게 생각을 하는 거 같애, 별로 남자들은 그런 생각은 없는데 그래서 그래서 그렇게까지 말하지 않을까.
"
neutral,"맞아 맞아 약간 뭔가가 모르는 좀 피해의식 같은 게 있어, 약간 어어어 그니까.
"
neutral,"맞아 맞아 그거 그거야. l/ 
"
neutral,"응 수연이도 얼마 전에 약간 그 페미분이라고그 오해받아가지고 약간 그런 것도 있었잖아.
"
neutral,"그때 느낌이 어땠어?
"
neutral,"아니 그, 그 사람 그 사람도 진짜 아 삼천포로 빠지지 말라 했는데 어.
"
neutral,"근데 이것도 근데 그 여성차별 대한 주제잖아, 어쨌든 어 맞지.
"
neutral,"그 사람도 그냥 그런 자기 b/ 의견이 있으면 자기 혼자 그냥 이렇게 생각하고 말면 되지 b/ 왜 굳이 사람들한테 그 자기 의견을 l/ 그렇게까지.
"
neutral,"아아 그니까 자기 의견을 그렇지 그렇게까지 알리려고 막 어 그렇게 막 드러낼려고하고 그런 것들이 난 솔직히 좀 문제라고 생각해.
"
neutral,"그 아까 여자분도 그렇고 그렇게까지 그 영상에서 여자분도 그렇고 막 그렇게까지 막 올려가지고 막 그렇게 할 필요가 없는데.
"
neutral,"막상 그렇게 피, 피해 피해라는 걸 받으면 그렇게 될 수도 있나라는 생각하고 근데 우리가 나중에 취직하고 막 승진 막 이런거 있으면은 그때쯤엔 약간 달라지지 않을까?
"
neutral,"으응 우리가 취직하고 승진할 때 b/ 그때쯤이면 달라질 수도 있긴 한데 뭐 b/ 솔직히 말해서 그래도 나도 뭐 여성분들이 좀 피해를 보는 것도 없지 않아 있, 있다고 생각은 해 그래도 뭔가가.
"
neutral,"c/ 회사 내에서의 대우도 그렇고 뭔가 b/ 조금 더 고위직으로 갔을 때 인제 음 그니까 응 말로 봐선 그렇게 틀린 말까진 없는 거 같긴 한데 또 인제 그런 것도 또 서서히 고쳐나가야 될 점이긴 하지 응.
"
neutral,"그 아까 그 남자, 남자 다섯 명에 여자 다섯 명 꼭 5 대 5로 n/ 맞춰야 되냐 이런 얘기도 나왔었잖아.
"
neutral,"음 난 굳이 그렇게 맞출 필요는 없다고 생각해 뭐 뭐 자기 능력일 거 같애. l/
"
neutral,"아 그치 자기가 능력, 회사 입장에서도 능력 있는 사람들은 인제 뽑는 거고 만약에 여자하고 남자 상관없이 만약에 내가 회사 대표고 내가 사람들 뽑는 입장이라고 했어도 어 막 그런 거 신경 써 안 쓰고 딱 어 이 사람 보면은 아 이 사람은 괜찮고 우리가 뽑아야 될 사람이구나 이렇게 딱 보면은 파악할 수 있지.
"
neutral,"c/ 거기에 대해서 딱 5 대 5로 뽑아야 된다 막 이러는 거는 진짜 아닌 거지 그치.
"
neutral,"응 진짜 좋은 회사면은 그런 식으로 막 그렇게 막 생각해서 뽑지도 않을 거야, 진짜 능력 있는 사람 좋은 사람들을 뽑을 거야 아마.
"
neutral,"그치 그치 완전 능력 있고 능력 약간 밝고 약간 어 그렇게 우리 회사에 필요한 사람들을 뽑을 게 많겠지 그치.
"
neutral,"u/ 그치 뭔가 페미니스트도 b/ 문제야.
"
neutral,"잘 모르겠어, 그분들은 잘 모르겠어. l/ 
"
neutral,"u/ l/ 우리는 그걸로 하자.
"
happy,"어려워 l/ 아.
"
happy,"c/ 그 최근에 어떤 재밌는 예능 프로로 하자.
"
happy,"최 최근에 봤던 재밌는 예능, 효리네 민박밖에 없어, l/ 효리네 민박밖에 없어. l/
"
neutral,"그거밖에 안 봐, 수연이 집은 TV 안 봐?
"
neutral,"우리 집 TV 없잖아. 
"
neutral,"응 아 진짜 아 아 익산 집, 으응.
"
neutral,"아니 익산 집.
"
happy,"u/ 예능은 신서유기가 진짜 이거는 어 신서유기 너무 웃겼어. l/ 
"
happy,"아 맞아, l/ 아 근데 이제 안재현 안 나오니까 응.
"
happy,"아아 안재현이 진짜 4편인가 거기서 완전 레전드였는데 그치. 
"
happy,"그니까 그 b/ 그 고요 속의 외침할 때 아 완전 웃겼어 l/ 아 이 인제 8 또 찍는다던데.
"
neutral,"아아 그래? 
"
neutral,"c/ 아 맞아 이제 새로 찍는다더라.
"
happy,"응 맞아 맞아, 그거 꼭 봐야 돼.
"
neutral,"응 이제 고요 속의 외침은 그 피오랑 그거 알아?
"
neutral,"c/ 피오랑 송민호랑.
"
happy,"아 그 너네 집 이거 l/ 너 사는데 이거 l/ 어 맞아 맞아 맞아. l/
"
happy,"어 l/ 우리 집 이러면서 l/ 막 고자, 고자질하고 막 l/ 막 피오, 피오하다가 막 자기가, 자기가, 자기가 막 질문하는 거였나?
"
happy,"c/ 아 아 자기가 맞추는 거였는데 갑자기 l/ 반대로 자기가, 자기가 막 질문하고 이랬잖아. l/ 
"
happy,"아 맞아 맞아 맞아 b/ 뭐라고 l/ 아 근데 그거 보면 보다 보면 진짜 해보고 싶어.
"
neutral,"b/ 아 맞아 마 진짜 그거는 어 진짜 해보고 싶어, 완전 재밌을 거 같애,
"
neutral,"어 그런 게임들 b/ 응.
"
happy,"c/ 신서유기 딱 진짜 완전 기발한 게임들이 많아, 완전 꼬깔 그것도 재밌고 그 꼬깔 앞에 쓰는 어어 꼬깔 해가지고 어. l/
"
happy,"맞아 맞아 꼬깔꼬깔 해가지고 의자 찾아서 앉는 거.
"
neutral,"b/ 그리고 신서유기도 재밌었고 또 뭐가 재밌었지?
"
neutral,"어 아까 무한도전도 진짜 재밌게 봤었는데 기억이 안 난다, 무한도전은.
"
neutral,"난 무한도전할 때 무한도전을 안 봤어.
"
neutral,"응 아 진짜 어 맞아 무한도전이랑 런닝맨도 있었잖아 그때 어. 
"
neutral,"아 나도 나도 런닝맨 디게 많이 봤어, 그때가 한창 재밌었을 때야.
"
happy,"맞아 송지효랑 b/ 그 개리 완전 어 맞아, 캐미가 완전 l/ 진짜 아 재밌었는데.
"
happy,"어 어어어 개리랑 어 l/ 어 맞아 크 월요커플 진짜 재밌었지 응 개 응.
"
neutral,"요즘에는 잘 모르겠어.
"
neutral,"요즘은 다 너무 인제 질려가지고 잘 안 봐, 그때는 인제 진짜 완전 거의 탑이었었잖아.
"
neutral,"맞아 다른 재밌는 예능도 요즘에 많이 나와버리니까 런닝맨이 묻히기 시작했어. l/
"
happy,"l/ 근데 그것도 유튜브 같은 걸로 재방송은 또 재밌다?
"
happy,"어 맞아 맞아 막 한 시간씩 l/ 어 어.
"
happy,"어 짤 같은 거 보면 어 너무 재밌어. b/ 
"
happy,"c/ 그때 막 유재석이 이광수 갈구는 그것도 캐미 진짜 재밌어.
"
neutral,"몰라 항상 그래서 유재석이 런닝맨 가면 이광, 이광수 갈구는 맛으로 살잖아.
"
happy,"아 아 그런가. l/ 
"
happy,"어어어 완전 그게 진짜 웃겨.
"
happy,"나 이광수는 김종국이랑 그 l/ 할 때 웃겨가지고.
"
neutral,"l/ 맞아 이광수도 재밌고 b/ 또 런닝맨 u/ 뭐가 있지.
"
neutral,"뭐가 있지, 오빠는 전부 다 축구밖에 안 봐가지고 뭐 요새는 뭐 요새는 뭉쳐야 산다 뭉쳐야 산다 축구 보고 또 아 그게 그게 그거 오빠가 항상 일요일마다 가족이랑 보는 프로 있다 했잖아.
"
neutral,"아 나도 멜로가 체질밖에.
"
neutral,"아 그 또 그런 게 축구에요?
"
surprise,"아 그거였어?
"
neutral,"c/ 어 그게 그거였어, 축구 프로였어.
"
neutral,"아 나 미우새인 줄 알았어 l/ 어 일요일 딱 그시간에 미우새하잖아.
"
neutral,"아아 진짜 미우새 아니야, 그런 거 절대 안 봐.
"
neutral,"c/ 어 응 아아아아 진짜 미우새 아니야 아니야 n/ 그게 재방송으로 뭉쳐야 산다 보는 거 같애.
"
neutral,"아 그때 맨날 맨날 하는 거예요?
"
neutral,"뭔가 그때 하는 건 아닌데 그니까 아빠가 딱 퇴근하시고 인제 오시면은 어 어 그걸 그냥 재방송 틀어가지고 같이 보고 그냥 그런 낙이 있지 응.
"
neutral,"일요일날 저녁에? 
"
neutral,"아 그냥 트는 거야? l/ 
"
neutral,"어 뭉쳐야 산다도 재밌어, 근데 그거는 살짝 인제 운동선수들끼리 이 모여가지고 으응 그니까 인제 모든 전설들이 다 나오는거야, 약간 박태환이랑 어어어어 수영선수 인제 뭐 예전에 그 태권도 선수 중에서 이케 막, 아이 그 스키, 스피드 스케이팅에 모태범 알아 모태범?
"
neutral,"그냥 축구만 하는 거야?
"
neutral,"아아 그런 식으로.
"
happy,"몰라, 난 아는 게 아무것도 없어. l/
"
happy,"아무튼 그래서 예전에 어어 l/ 올림픽 스타들 막 나와가지고 같이 모여가지고 인제 축구팀 만들어서 축구하는 거거든.
"
neutral,"응 그것도 재밌어.
"
happy,"으응 모르겠다. l/
"
neutral,"l/ 수연이, 수연이는 뭐 제일 좋아한다 했지?
"
neutral,"응 그거 하고 아 또 보는 거 있었는데.
"
happy,"근데 난 항상 멜로가 체질 틀어놓고 있잖아, l/ 한 그래 요즘엔 또 안 본다. l/
"
neutral,"응 그 그거에 대한 또 개그 포인트가 또 재밌는 게 많지.
"
happy,"맞아 거의 예능이야 그거. l/
"
happy,"어어 어 맞아 그거는 예능이야 그냥.
"
happy,"l/ 어 u/ 입담이 아주 재밌어 응.
"
happy,"l/ 어 어어 어 막 PPL 같은 것도 완전 그 어 그거 어어 너무 자연스럽게 흘러가는 PPL 어. l/
"
happy,"맞아, 그게 자연스럽게 그냥 l/ 어 응 거기도 맞아 재밌어 오빠 또 봐.
"
neutral,"u/ 오빠한테 물어봐 봐 수연이가 생각하, 아니 내가 생각하는 꼰대의 특징은 이러면서 응.
"
neutral,"응 내가 생각하는 꼰대의 특징은 l/ 으으음.
"
neutral,"오빠 생각에는 그래, 약간 꼰대 특징 같은 것들은 살짝 b/ 약간 주위 사람들이 인제 뭐 동생이거나 후배거나 뭐 이렇게 있을 때 그 애들을 편하게 만들어주지 않고 조금 불편하게 해, 해줄 수 있고 뭐 나도 약간 그럴 때도 있긴 있었지만은.
"
neutral,"어 이제 주위에 인제 내가 조금 위치가 조금 위다 라고 생각을 했을 때 그 어 그 사람 그 주위에 사람들을 편하게 만들어줄 수 있는 사람이 진짜 좋은 사람이고 좀 주위 사람 불편하고 여기 있는 자리가 아닌 거 같다 이, 이렇게 같, 주위에 같이 있기 싫다 이렇게 생각이 되면은 그거를 오빠는 좀 사람들이 말하는 꼰대라고 볼 수 있을 거 같애.
"
neutral,"c/ 수연이 생각엔 어때?
"
happy,"오빠 다 말했어. l/ 
"
neutral,"어 아 수연이도 그렇게 생각하고 있었어?
"
neutral,"어 나는 아직 스무 살 되고 나서 제대로 된 그런 자리를 안 나가봐서 제대로 된 꼰대를 아직 못 만나봤잖아.
"
neutral,"그래가지고 그냥 내 주변에도 꼰대는 없는 거 같은데. b/
"
neutral,"음 으으으음 b/ 아아아 진짜 모르겠다. l/
"
neutral,"u/ 왜 주위에 꼰대분이 없었어?
"
neutral,"약간 꼰대라고 생각한 약간 살, 나의 내 마음을 좀 불편하게 만들었던.
"
neutral,"이, 이게 꼰대에 해당이 되나?
"
neutral,"그 큰아빠가 나보고 너는 무조건 사짜 들어간 직업을 가져야 된다 이러면서 그 근데 나는 그 처음에는 그 큰아빠가 내가 문과를 갈 줄 알았나 봐.
"
neutral,"c/ 그래가지고 문과가, 문과 가서 검사를 해라 l/ n/ 이러는 거야 나보고 그래가지고 아 네 알겠어요 이러고 이제 나중에 인제 과 선택하고 나서 이과 가니까 이과 가서도 무조건 검사를 해라 l/ n/ 이러시는 거야 난 이과를 왔는데 응 그래가지고 그런 것도 해당이 되나?
"
neutral,"으응 되지, 일단 수연이 마음 불편하게 했잖아 그치. 
"
angry,"응 계속 b/ 진짜 진짜 거의 3년 동안 내내 검사, 검사, 검사 l/ 진짜 검사를 몇 번이나 들었는지 몰라 응.
"
neutral,"c/ 어 추석 때나 약간 막 설날 이럴 때 약간 불편했겠다 그치 사람들 있는데 어.
"
angry,"맞아 그래가지고 그 사촌 언니는 계속 큰아빠 보고 하지 말라고 수연이 이과 갔다고 그렇게 말하는데 큰아빠는 계속 눈치 없이 계속 술만 마시면 검사 l/ 진짜 아니었어.
"
neutral,"l/ 와 그치, 오 오빠도 수연이랑 똑같이 큰아빠가 그랬었거든.
"
neutral,"어 큰아빠가 오빠 어릴 때부터 진짜 많이 괴롭혔어 약간 그니깐 어.
"
neutral,"b/ 항상 나도 수연이, 수연이처럼 사짜 의사 무슨 막 뭐 되어라 뭐 되라 그렇게 했었는데 그렇게 해서 너도 근데 또 그게 처음에는 당연한 건줄 알았는데 이제 가면 갈수록 나도 어차피 공부도 못하는데 u/ 어 공부도 못하는데.
"
neutral,"그니까 나도 못하는데.
"
neutral,"c/ 특히 고등학교 때 공부 못했었는데 그 자꾸 가족들 다 있는대서 성적이 어떻게 되냐 뭐 이러면서 자기 어렸, 내가 어렸을 때는 이렇게 힘들었는데 왜 너 너는 어렸을 어렸을 때 그렇게 어 사랑 많이받고 막 어 풍족하게 살았는데 어 맞아.
"
angry,"그니까 더 환경도 좋으면서 l/ 아 아니 그래도 응 달라졌는데 그래도 시대가 무조건 거기에 n/ 맞추라고. l/ n/
"
neutral,"c/ u/ 좋으면서 어. b/
"
neutral,"으으응 달라졌는데 어 왜 그거 밖에 못하냐 막 이렇게 있으니깐 나도 항상 인제 추석이랑 설날 되면은 이 인제 친가 집에 가기가 불편하더라고, 약간 음 만나서 옆에 있게 하는 시간이 싫고 약간 그런 것들이 있었어 그니까 오빠는 그 자체가 좀 불편한 거 같애 어.
"
neutral,"맞아 가고 싶지 않고 막.
"
neutral,"맞아 술, 술 들어갔으면 더 심해지고 그러니까.
"
angry,"정말, 정말 별로야. l/ 
"
neutral,"l/ 으응 뒤에서 몰라, 남 욕은 하면 안 되지만 근데 b/ 응.
"
happy,"아 있었네 꼰대. l/
"
neutral,"응 근데 가족들 중에서 그분 이제 안 그러시니까 막 n/ 응.
"
neutral,"응 근데 그런 분들은 항상 어딜 가나 마찰을 일으키시더라고.
"
neutral,"친구 중에선 진짜.
"
neutral,"c/ 그래서 우리 어어 맞아 그래서 우리 아, 우리도 이제 큰아빠가 인제, 인제 안 오시거든 그래가지고 어 그니깐 b/ 항상 어딜 가든 그 주위를 편안하게 만들어주고 어 밝게 만들어주고 어 그런 사람들이 진짜 뭐 리더 어디든 리더가 돼야 되고 어 멋진 거 같애 어.
"
happy,"맞아, l/ 어 몽글몽글하게 만들어주고.
"
happy,"내가 그래야지, l/ 꼰대는 되지 말아야지.
"
neutral,"b/ 수연이는 엄마가 해준 음식 중에 기억 남는 거 있었어?
"
neutral,"c/ 영상 보면서?
"
neutral,"b/ 우리 엄마.
"
neutral,"우리 엄마.
"
neutral,"오빠한테 얘기해.
"
neutral,"응 이번, 이번 생일에 엄마가 완전 바빠가지, 이번에 생일에 엄마가 바쁜 시즌 이어가지고 미역국 끓이는 것도 귀찮을 거 같아가지고 아 이번에 미역국 안 끓여줘도 돼 이렇게 말했었거든 그래가지고 아 그래 알겠어 이러면서 아침 그냥 넘어갔단 말이야 맨날 아침에는 미역국 항상 먹고 그랬는데.
"
neutral,"c/ 그냥 안 끓여줘도 돼 이러니까 알겠어 이러면서 안 끓여줬더라고 그래가지고 그냥 넘어갔는데 저녁에 오니깐 미역국까지 딱 또 만들어 놓으신 거야.
"
happy,"c/ 그래가지고 아 고마워 이러면서 막 울고 막 그랬어 l/ 응.
"
neutral,"아 아주 그런 미역국 먹으면 되게 힘이 나지, 응.
"
neutral,"올해는 그거. l/
"
neutral,"응 아아 올해는 으응.
"
neutral,"오빠는 영상 보면서 엄청 많이 떠올랐어, 오빠는 어렸을 때부터 엄마가 이제 요리를 잘해가지고 되게 많이 뭔가를 많이 먹어, 많이 해줬거든.
"
neutral,"특, 특히 기억나는 게 뭐였냐면 일단은 엄마가 막 감자고로케 약간 그걸 되게 잘하거든.
"
surprise,"b/ 맛있겠다, l/ 아 그래?
"
neutral,"c/ 그게 약간 음식점마다 맛이 다른 거 알지?
"
neutral,"어어 음식점마다 약간 다른데 근데 나는 다른 음식점 먹어봐도 확실히 엄마 u/ 더 맛있다 하는 거는 그거 맛있었고.
"
neutral,"c/ 응 b/ 그래서 오빠 어렸을 때도 인제 초등학교 때나 중학교 때 이제 친구들 생일파티할 때 오빠 집에 다 불러가지고 오빠 생일파티할 때 인제 불러가지고 엄마가 다 요리를 해줬는데 인제 그거 감자고로케가 진짜 다들 좋아하고 맛있었어 응.
"
happy,"아 그거 맛있겠다 l/ 아.
"
neutral,"l/ 맞아 그것도 맛있고 인제 뭐 다 맛있고 근데 또 되게 나는 항상 좋았던 게 뭐였냐면 그니까 뭐든 엄마가 다 만들어주려고 했던 거 같애.
"
neutral,"c/ 거기서 인제 그런 것들 먹으면서 어 b/ 항상 엄마가 다 만들어줄려고 하다 보니깐 인제 예전에 한창 허니버터칩 그때 유명했을 때 있었잖아.
"
happy,"c/ 어어어 그것도 엄마가 어 진짜 그 감자칩 그 노, 노브랜드 거기 파는 거에 사 사가지고 그냥 감자가지고 그냥 그거를 진짜 허니버터칩을 만들어가지고 우리한테 막 주고 이랬었거든.
"
happy,"그면 대단 하, 너무 대단하신 거 아니야?
"
neutral,"어 맞아 그런 정, 그런 정성이 진짜 나는 항상 감사, 항상 감사하게 생각하는 거 같애.
"
neutral,"c/ 그런 정성들이랑 어 음식들도 그렇고.
"
neutral,"어 우리는 이제 그래서 아빠가 너무 바쁘시기 때문에 인제 항상 이제 토요일 주말마다는 이제 같이 모여서 이제 엄마가 해준 밥 매일 먹는 편이거든.
"
neutral,"어 주말마다는 그래가지고 인제 주말마다 이제 엄마가 뭐 샤부샤부라든지 이런 것도 막 닭도리탕이라든지 이런 것들 막 많이 해줘가지고 응 항상 아 나는 그래서 뭐 먹는 음식들은 기억에 남는 게 되게 되게 많았어.
"
happy,"으으응 b/ 나는 뭐 음식은 l/ 그냥 엄마가 b/ 저희 엄마도 음식을 굉장히 잘해요. l/ 
"
neutral,"응 그래가지고 뭐 딱히 떠오르는 건 없는데 그냥.
"
sad,"그냥 엄마 하면은 되게 b/ n/ 좀 슬퍼. l/ 
"
sad,"그 우리 엄마가 유산도 하고 그랬거든, 그래가지고 음 굉장히 좀 내 아픈 손가락이 있어요 우리 엄마도 l/ 그래서.
"
happy,"그래 우리 엄마 좋아.
"
neutral,"나 진짜 아껴주고.
"
happy,"봐 봐 맨날 맨날 전화하는 거 봐, l/ 응.
"
neutral,"아아 그래?
"
neutral,"아 그러니까 되게 되게 아껴주시고 l/ 말투에서도 뭔가 자상이 느껴지시드, 지시드만 응 응.
"
happy,"맞아, 그리고 진짜 거의 요즘에는 친구처럼 완전 너무너무 친구처럼 편해졌어 엄마가 졸업하고 나서. b/
"
happy,"응 인제 졸업하고 나서 인제 그 공부 때문에 이제 터치를 아예 안하니, 안 해버리니까 거의 친구야 대화하는 수준이 l/ 어 응.
"
neutral,"b/ 아아아 b/ 예전에 그래서 뭐 예전에 뭐 고마움을 느낀 순간들이라든지 뭐 이런 거를 생각하면은 인제 엄마한테 엄마 울컥 울 울컥울컥하는 순간 있잖아, 약간 나도 이제 좀 학교도 이제 멀리 타지에서 다니고 이러다 보니깐.
"
neutral,"좋아 재밌어.
"
neutral,"b/ 이제 학교 다닐 때나 이제 엄마 아빠 갑자기 생각날 때 이런 생각, 이런 순간이 딱 떠오르면은 울컥한다 이런 순간 없었어?
"
neutral,"그런 순간 없었어?
"
neutral,"어 그리고 뭔가 나는 나는 별생각 안 하고 있다고 생각하다가 아 엄마 나 되게 보고싶을 수도 있겠다 하면서 그 전화 더 자주 하고 뭐 그런 경우도 있지.
"
neutral,"b/ 수연이는 주변, 주변에 인제 사귀다가 막 똥차 만나 약간 영상에서 u/ 쓰레기 만났구나 그런 친구 없었어?
"
neutral,"없, 없었는데 잘은 모르겠는데 별로 안 친한 친구 프로필이 그 헤어지신 거 같은데 그 프로필 상태 메세지에다가 b/.
"
